,x,y,z,t,activity
3768,2.09,-0.71,0.06,154021,Running
3769,1.08,-0.63,0.14,154062,Running
3770,0.28,-0.57,0.17,154102,Running
3771,-0.12,-0.59,0.14,154142,Running
3772,-0.44,-0.72,-0.06,154183,Running
3773,-0.17,-0.7,0.03,154224,Running
3774,0.67,-0.82,0.07,154265,Running
3775,2.47,-0.68,-0.12,154305,Running
3776,3.32,-0.48,-0.02,154346,Running
3777,2.39,-0.13,0.03,154387,Running
3778,1.76,0.2,0.16,154427,Running
3779,0.81,0.41,0.18,154467,Running
3780,0.13,0.68,0.23,154507,Running
3781,-0.09,0.76,0.15,154547,Running
3782,-0.16,0.74,0.11,154588,Running
3783,0.11,0.6,0.03,154628,Running
3784,0.88,0.46,-0.01,154669,Running
3785,2.46,0.47,-0.14,154711,Running
3786,3.13,-0.73,-0.18,154753,Running
3787,1.85,-0.62,-0.06,154793,Running
3788,1.11,-0.31,-0.04,154834,Running
3789,0.52,-0.13,0.05,154875,Running
3790,0.03,-0.34,0.12,154915,Running
3791,-0.2,-0.78,0.04,154955,Running
3792,-0.28,-1.12,-0.02,154996,Running
3793,-0.04,-0.77,-0.08,155037,Running
3794,0.84,-0.54,0.11,155078,Running
3795,2.41,-0.32,-0.42,155119,Running
3796,2.8,-0.24,-0.04,155159,Running
3797,2.02,-0.29,0.25,155200,Running
3798,1.12,-0.07,0.38,155241,Running
3799,0.54,0.11,0.37,155281,Running
3800,0.14,0.37,0.28,155321,Running
3801,-0.03,0.57,0.22,155361,Running
3802,0.0,0.57,0.09,155402,Running
3803,0.25,0.62,0.0,155442,Running
3804,1.46,0.49,-0.08,155482,Running
3805,3.94,-0.45,-0.41,155522,Running
3806,2.62,-0.65,-0.16,155563,Running
3807,2.05,-0.57,-0.11,155603,Running
3808,1.03,-0.6,0.11,155643,Running
3809,0.08,-0.57,0.15,155684,Running
3810,-0.54,-0.57,0.05,155724,Running
3811,-0.81,-0.89,-0.11,155765,Running
3812,-0.12,-0.9,-0.11,155806,Running
3813,0.79,-0.78,-0.16,155847,Running
3814,2.08,-0.35,-0.01,155888,Running
3815,3.23,-0.36,-0.33,155929,Running
3816,2.56,-0.19,0.11,155970,Running
3817,1.71,-0.09,0.15,156010,Running
3818,0.7,0.08,0.21,156051,Running
3819,0.22,0.29,0.19,156091,Running
3820,0.04,0.52,0.3,156131,Running
3821,-0.11,0.66,0.17,156171,Running
3822,0.03,0.6,0.11,156211,Running
3823,0.52,0.46,0.02,156251,Running
3824,1.9,0.64,-0.14,156291,Running
3825,3.43,-0.32,-0.49,156332,Running
3826,2.5,-0.45,-0.3,156372,Running
3827,1.66,-0.32,-0.18,156412,Running
3828,0.88,-0.34,0.02,156453,Running
3829,0.14,-0.46,0.14,156493,Running
3830,-0.27,-0.73,0.09,156534,Running
3831,-0.5,-1.11,0.0,156575,Running
3832,-0.07,-1.07,-0.05,156615,Running
3833,0.95,-0.75,-0.03,156656,Running
3834,2.48,-0.4,-0.25,156697,Running
3835,3.0,0.02,-0.08,156738,Running
3836,2.34,0.12,0.04,156778,Running
3837,1.33,0.23,0.18,156818,Running
3838,0.66,0.41,0.22,156858,Running
3839,0.2,0.59,0.26,156898,Running
3840,-0.02,0.68,0.29,156938,Running
3841,-0.09,0.71,0.19,156978,Running
3842,0.13,0.65,0.14,157018,Running
3843,1.18,0.54,-0.07,157058,Running
3844,3.09,0.66,-0.16,157099,Running
3845,2.68,-0.34,-0.18,157140,Running
3846,2.14,-0.45,-0.16,157181,Running
3847,1.31,-0.55,-0.03,157222,Running
3848,0.43,-0.6,0.08,157262,Running
3849,-0.21,-0.65,0.09,157302,Running
3850,-0.49,-0.73,0.02,157343,Running
3851,-0.33,-0.79,-0.03,157384,Running
3852,0.23,-0.82,-0.06,157425,Running
3853,1.52,-0.6,-0.17,157465,Running
3854,3.39,-0.54,-0.21,157506,Running
3855,2.83,-0.22,0.11,157546,Running
3856,1.91,0.06,0.31,157586,Running
3857,1.06,0.31,0.38,157627,Running
3858,0.43,0.55,0.3,157667,Running
3859,0.06,0.72,0.34,157707,Running
3860,-0.15,0.71,0.14,157747,Running
3861,-0.14,0.65,0.12,157787,Running
3862,0.21,0.68,-0.0,157827,Running
3863,1.94,1.14,-0.07,157868,Running
3864,3.73,0.01,-0.03,157910,Running
3865,3.04,-0.46,-0.21,157952,Running
3866,1.7,-0.8,-0.29,157992,Running
3867,0.7,-0.54,-0.03,158032,Running
3868,0.26,-0.5,0.07,158073,Running
3869,-0.11,-0.77,0.1,158113,Running
3870,-0.27,-1.23,-0.04,158154,Running
3871,-0.13,-1.06,-0.04,158195,Running
3872,0.57,-0.6,0.02,158236,Running
3873,2.16,-0.3,-0.23,158276,Running
3874,3.38,-0.19,-0.12,158317,Running
3875,2.57,0.09,0.03,158358,Running
3876,1.8,0.3,0.32,158398,Running
3877,0.95,0.66,0.27,158438,Running
3878,0.37,0.73,0.27,158478,Running
3879,0.02,0.67,0.29,158518,Running
3880,-0.11,0.59,0.12,158558,Running
3881,0.09,0.52,0.06,158598,Running
3882,1.02,0.37,-0.1,158638,Running
3883,2.37,0.77,-0.42,158679,Running
3884,3.04,-0.69,-0.83,158721,Running
3885,2.03,-0.4,-0.39,158761,Running
3886,1.04,-0.33,-0.12,158802,Running
3887,0.23,-0.38,-0.17,158842,Running
3888,-0.37,-0.83,-0.11,158883,Running
3889,-0.42,-0.95,0.41,158924,Running
3890,-0.46,-0.66,-0.03,158965,Running
3891,0.37,-0.63,-0.05,159006,Running
3892,1.96,-0.84,-0.28,159047,Running
3893,2.73,-0.58,-0.56,159087,Running
3894,2.69,-0.44,-0.29,159128,Running
3895,1.8,-0.11,0.09,159169,Running
3896,1.05,0.13,0.28,159209,Running
3897,0.44,0.3,0.33,159249,Running
3898,0.1,0.54,0.43,159289,Running
3899,-0.05,0.72,0.26,159330,Running
3900,0.2,0.62,0.14,159370,Running
3901,0.76,0.46,0.02,159410,Running
3902,1.88,0.82,-0.12,159450,Running
3903,3.28,-0.34,-0.32,159490,Running
3904,2.69,-0.64,-0.34,159531,Running
3905,1.61,-0.62,-0.03,159572,Running
3906,0.82,-0.58,0.23,159612,Running
3907,0.05,-0.45,0.18,159653,Running
3908,-0.37,-0.64,0.07,159693,Running
3909,-0.44,-0.7,0.0,159734,Running
3910,-0.05,-0.75,-0.03,159775,Running
3911,0.56,-0.79,-0.12,159816,Running
3912,2.39,-0.44,-0.45,159856,Running
3913,3.38,-0.22,-0.14,159897,Running
3914,2.59,0.2,0.08,159938,Running
3915,1.48,0.26,0.43,159978,Running
3916,0.56,0.32,0.32,160018,Running
3917,-0.0,0.4,0.23,160058,Running
3918,-0.09,0.51,0.26,160098,Running
3919,-0.08,0.55,0.07,160138,Running
3920,0.0,0.63,-0.01,160179,Running
3921,0.72,0.75,-0.21,160219,Running
3922,3.31,0.59,-0.61,160260,Running
3923,3.06,-0.41,-0.3,160300,Running
3924,2.26,-0.48,-0.08,160340,Running
3925,1.44,-0.44,0.09,160380,Running
3926,0.69,-0.21,0.23,160421,Running
3927,0.01,-0.39,0.28,160461,Running
3928,-0.3,-0.89,0.02,160502,Running
3929,-0.37,-1.2,-0.16,160542,Running
3930,0.07,-1.02,-0.11,160583,Running
3931,1.23,-0.55,0.09,160624,Running
3932,2.95,-0.03,0.06,160664,Running
3933,2.75,0.52,0.57,160705,Running
3934,1.91,0.34,0.69,160745,Running
3935,0.95,0.21,0.59,160785,Running
3936,0.31,0.2,0.39,160825,Running
3937,-0.09,0.2,0.26,160866,Running
3938,-0.2,0.38,0.15,160906,Running
3939,-0.08,0.53,0.06,160946,Running
3940,0.14,0.62,0.05,160986,Running
3941,0.94,0.75,-0.02,161026,Running
3942,4.44,0.54,-0.34,161068,Running
3943,2.74,-0.22,0.36,161108,Running
3944,1.88,-0.39,0.14,161148,Running
3945,1.16,-0.74,0.14,161189,Running
3946,0.31,-0.68,0.1,161229,Running
3947,-0.17,-0.61,-0.0,161269,Running
3948,-0.36,-0.66,-0.13,161310,Running
3949,-0.2,-0.8,-0.18,161351,Running
3950,0.37,-0.77,-0.2,161392,Running
3951,1.95,-0.57,-0.04,161433,Running
3952,2.7,-0.14,-0.06,161474,Running
3953,2.46,0.1,0.11,161515,Running
3954,1.61,0.25,0.2,161555,Running
3955,1.04,0.31,0.12,161595,Running
3956,0.89,0.32,0.25,161635,Running
3957,0.34,0.53,0.29,161675,Running
3958,-0.04,0.71,0.14,161715,Running
3959,0.05,0.66,0.2,161755,Running
3960,0.58,0.45,0.16,161796,Running
3961,1.59,0.47,-0.18,161836,Running
3962,3.95,-0.41,-0.7,161878,Running
3963,2.44,-0.71,-0.46,161918,Running
3964,1.58,-0.54,-0.37,161958,Running
3965,0.74,-0.43,-0.13,161999,Running
3966,0.15,-0.43,0.04,162041,Running
3967,-0.18,-0.63,0.08,162081,Running
3968,-0.51,-0.92,0.0,162122,Running
3969,-0.34,-1.04,-0.12,162162,Running
3970,0.78,-0.84,-0.3,162203,Running
3971,2.27,-0.48,-0.34,162244,Running
3972,2.86,-0.04,-0.34,162285,Running
3973,2.43,-0.01,-0.01,162326,Running
3974,1.49,0.07,0.12,162366,Running
3975,0.68,0.21,0.14,162407,Running
3976,0.27,0.28,0.25,162447,Running
3977,0.03,0.44,0.27,162487,Running
3978,0.0,0.6,0.17,162527,Running
3979,0.18,0.55,0.15,162567,Running
3980,0.7,0.49,0.0,162607,Running
3981,2.74,0.7,-0.12,162647,Running
3982,2.91,-0.32,-0.34,162689,Running
3983,2.24,-0.62,-0.21,162729,Running
3984,1.38,-0.52,-0.09,162770,Running
3985,0.46,-0.48,0.07,162811,Running
3986,0.15,-0.7,0.08,162851,Running
3987,-0.23,-0.94,-0.17,162891,Running
3988,-0.09,-0.72,-0.14,162932,Running
3989,0.18,-0.42,-0.05,162973,Running
3990,0.42,-0.07,0.12,163014,Running
3991,2.46,0.07,-0.3,163055,Running
3992,3.14,-0.11,0.08,163095,Running
3993,2.14,-0.03,0.24,163135,Running
3994,1.27,0.17,0.2,163176,Running
3995,0.59,0.27,0.26,163216,Running
3996,0.24,0.34,0.33,163257,Running
3997,0.0,0.46,0.26,163297,Running
3998,-0.12,0.67,0.12,163337,Running
3999,0.13,0.63,0.05,163377,Running
4000,1.24,0.56,-0.14,163417,Running
4001,2.89,0.7,-0.44,163458,Running
4002,2.98,-0.09,-0.32,163500,Running
4003,2.08,-0.51,-0.48,163540,Running
4004,1.05,-0.52,-0.24,163581,Running
4005,0.4,-0.45,0.01,163621,Running
4006,-0.02,-0.57,0.1,163661,Running
4007,-0.37,-0.8,0.01,163702,Running
4008,-0.45,-0.74,-0.05,163743,Running
4009,0.07,-0.67,-0.08,163784,Running
4010,1.72,-0.57,-0.11,163824,Running
4011,2.88,-0.43,-0.54,163865,Running
4012,2.98,-0.23,-0.2,163905,Running
4013,2.04,-0.04,-0.04,163946,Running
4014,1.02,0.22,0.1,163987,Running
4015,0.48,0.45,0.15,164027,Running
4016,0.32,0.63,0.38,164069,Running
4017,0.25,0.75,0.33,164110,Running
4018,0.08,0.73,0.18,164150,Running
4019,0.48,0.64,0.03,164190,Running
4020,1.64,0.5,-0.33,164230,Running
4021,3.47,0.09,-0.77,164270,Running
4022,2.79,-0.58,-0.43,164311,Running
4023,1.62,-0.48,-0.08,164353,Running
4024,0.96,-0.42,0.09,164393,Running
4025,0.2,-0.55,0.2,164433,Running
4026,-0.25,-0.66,0.21,164474,Running
4027,-0.45,-0.88,0.16,164515,Running
4028,-0.08,-0.93,0.18,164555,Running
4029,0.78,-0.83,0.06,164596,Running
4030,2.64,-0.44,-0.12,164636,Running
4031,2.98,-0.18,-0.02,164677,Running
4032,2.29,0.14,0.13,164718,Running
4033,1.51,0.43,0.13,164760,Running
4034,0.79,0.63,0.17,164801,Running
4035,0.27,0.81,0.26,164841,Running
4036,0.02,0.9,0.17,164881,Running
4037,0.0,0.83,0.0,164921,Running
4038,0.23,0.68,-0.11,164961,Running
4039,0.74,0.78,-0.16,165001,Running
4040,2.77,0.86,-0.36,165042,Running
4041,3.2,-0.03,-0.05,165082,Running
4042,1.95,-0.12,0.09,165123,Running
4043,1.25,-0.05,0.13,165163,Running
4044,0.39,-0.19,0.17,165204,Running
4045,-0.07,-0.48,0.2,165244,Running
4046,-0.31,-0.98,-0.04,165284,Running
4047,-0.09,-1.05,0.01,165325,Running
4048,0.54,-0.89,-0.11,165366,Running
4049,2.08,-0.38,0.04,165407,Running
4050,2.75,0.06,-0.17,165447,Running
4051,2.67,0.3,0.07,165487,Running
4052,1.71,0.25,0.29,165528,Running
4053,0.81,0.3,0.3,165568,Running
4054,0.39,0.27,0.29,165608,Running
4055,0.21,0.32,0.33,165648,Running
4056,-0.0,0.59,0.14,165688,Running
4057,0.07,0.74,0.09,165729,Running
4058,0.59,0.64,-0.01,165769,Running
4059,1.73,1.04,-0.09,165809,Running
4060,3.46,-0.08,-0.36,165850,Running
4061,2.64,-0.54,-0.2,165891,Running
4062,1.68,-0.5,-0.08,165931,Running
4063,0.76,-0.56,0.1,165971,Running
4064,-0.02,-0.64,0.14,166011,Running
4065,-0.39,-0.81,0.01,166052,Running
4066,-0.37,-0.89,-0.0,166093,Running
4067,0.09,-0.86,-0.07,166134,Running
4068,0.98,-0.58,0.18,166174,Running
4069,2.64,-0.15,-0.44,166215,Running
4070,3.12,0.03,-0.06,166256,Running
4071,2.27,0.04,0.09,166296,Running
4072,1.2,0.16,0.12,166336,Running
4073,0.59,0.32,0.13,166376,Running
4074,0.22,0.43,0.22,166416,Running
4075,0.04,0.68,0.22,166456,Running
4076,0.02,0.79,0.17,166496,Running
4077,0.27,0.65,0.18,166536,Running
4078,0.96,0.48,-0.04,166576,Running
4079,3.34,0.47,-0.77,166617,Running
4080,3.09,-0.52,-0.28,166657,Running
4081,2.05,-0.43,-0.17,166697,Running
4082,1.21,-0.43,0.04,166738,Running
4083,0.12,-0.35,0.08,166778,Running
4084,-0.41,-0.51,0.04,166818,Running
4085,-0.32,-1.01,0.09,166859,Running
4086,0.12,-1.14,-0.12,166900,Running
4087,0.46,-0.92,-0.19,166941,Running
4088,1.75,-0.55,-0.12,166982,Running
4089,2.78,-0.08,-0.48,167023,Running
4090,2.86,0.19,-0.27,167064,Running
4091,1.98,0.23,-0.16,167104,Running
4092,1.07,0.29,0.12,167144,Running
4093,0.43,0.29,0.27,167184,Running
4094,0.08,0.3,0.41,167225,Running
4095,-0.22,0.46,0.27,167265,Running
4096,-0.16,0.53,0.1,167305,Running
4097,0.27,0.53,-0.04,167345,Running
4098,1.45,0.8,-0.21,167386,Running
4099,3.4,0.37,-0.66,167426,Running
4100,2.48,-0.16,-0.25,167469,Running
4101,1.71,-0.47,0.11,167511,Running
4102,0.9,-0.55,0.19,167552,Running
4103,0.2,-0.66,0.21,167593,Running
4104,-0.16,-0.67,0.07,167633,Running
4105,-0.27,-0.74,-0.07,167674,Running
4106,0.03,-0.78,-0.07,167715,Running
4107,0.67,-0.61,0.09,167756,Running
4108,2.0,-0.19,-0.36,167796,Running
4109,3.15,-0.1,-0.07,167837,Running
4110,2.41,-0.02,0.15,167878,Running
4111,1.43,0.17,0.2,167918,Running
4112,0.71,0.36,0.2,167958,Running
4113,0.31,0.39,0.26,167998,Running
4114,0.12,0.45,0.32,168038,Running
4115,-0.11,0.65,0.21,168078,Running
4116,-0.11,0.72,0.08,168119,Running
4117,0.45,0.67,-0.1,168159,Running
4118,2.11,0.93,-0.35,168200,Running
4119,3.5,-0.13,-0.75,168241,Running
4120,2.52,-0.4,-0.46,168281,Running
4121,1.71,-0.41,-0.15,168322,Running
4122,0.83,-0.36,0.05,168363,Running
4123,0.14,-0.54,0.16,168404,Running
4124,-0.27,-0.84,0.11,168445,Running
4125,-0.34,-1.01,0.06,168485,Running
4126,-0.03,-0.79,-0.04,168526,Running
4127,0.68,-0.52,0.08,168567,Running
4128,2.51,-0.23,-0.47,168608,Running
4129,3.21,0.07,-0.2,168648,Running
4130,2.25,-0.03,0.21,168689,Running
4131,1.14,0.15,0.25,168729,Running
4132,0.57,0.3,0.29,168769,Running
4133,0.36,0.55,0.3,168809,Running
4134,0.07,0.68,0.19,168849,Running
4135,-0.03,0.79,0.01,168889,Running
4136,0.02,1.04,-0.25,168930,Running
4137,1.51,1.21,-0.83,168970,Running
4138,4.36,-0.36,-1.07,169011,Running
4139,2.44,-0.39,-0.25,169052,Running
4140,2.16,-0.68,-0.21,169092,Running
4141,1.01,-0.58,-0.1,169133,Running
4142,0.21,-0.52,0.0,169174,Running
4143,-0.15,-0.66,0.1,169216,Running
4144,-0.06,-0.77,0.01,169256,Running
4145,-0.04,-0.74,-0.11,169297,Running
4146,0.26,-0.57,-0.2,169338,Running
4147,1.66,-0.28,-0.43,169379,Running
4148,2.68,-0.02,-0.57,169419,Running
4149,2.48,-0.14,-0.15,169459,Running
4150,1.6,0.17,0.0,169500,Running
4151,1.12,0.3,0.18,169540,Running
4152,0.68,0.58,0.21,169580,Running
4153,0.35,0.98,0.21,169620,Running
4154,0.11,1.16,-0.04,169660,Running
4155,0.45,0.88,-0.02,169700,Running
4156,1.03,0.69,-0.17,169741,Running
4157,2.92,0.52,-0.36,169781,Running
4158,3.43,-0.94,-0.25,169822,Running
4159,2.04,-0.74,-0.29,169862,Running
4160,1.43,-0.56,-0.14,169903,Running
4161,0.59,-0.33,-0.09,169944,Running
4162,0.02,-0.42,-0.02,169984,Running
4163,-0.28,-0.69,-0.04,170024,Running
4164,-0.29,-0.95,-0.05,170065,Running
4165,-0.01,-0.79,-0.11,170106,Running
4166,0.68,-0.68,-0.02,170147,Running
4167,3.14,-0.58,-0.88,170188,Running
4168,2.87,-0.54,-0.45,170229,Running
4169,1.84,-0.28,-0.11,170270,Running
4170,1.2,-0.07,0.16,170310,Running
4171,0.75,0.08,0.2,170351,Running
4172,0.29,0.29,0.3,170391,Running
4173,0.09,0.44,0.29,170431,Running
4174,-0.02,0.61,0.26,170471,Running
4175,0.23,0.56,0.3,170511,Running
4176,0.65,0.5,0.09,170551,Running
4177,2.64,0.51,-0.14,170591,Running
4178,3.48,-0.77,-0.28,170631,Running
4179,2.48,-0.79,-0.16,170672,Running
4180,1.68,-0.92,-0.05,170713,Running
4181,0.47,-0.77,0.19,170754,Running
4182,-0.57,-0.86,0.39,170796,Running
4183,-0.7,-1.01,0.4,170838,Running
4184,-0.18,-0.8,0.04,170878,Running
4185,0.71,-0.86,-0.15,170919,Running
4186,1.14,-0.5,0.04,170959,Running
4187,2.15,-0.39,-0.41,170999,Running
4188,2.57,-0.02,-0.04,171040,Running
4189,2.35,0.04,0.2,171081,Running
4190,1.45,0.24,0.37,171121,Running
4191,0.6,0.46,0.22,171161,Running
4192,0.13,0.59,0.4,171201,Running
4193,-0.04,0.7,0.31,171242,Running
4194,-0.07,0.64,0.14,171282,Running
4195,0.27,0.5,0.07,171323,Running
4196,1.33,0.45,-0.14,171363,Running
4197,3.34,0.21,-0.64,171403,Running
4198,2.7,-0.4,-0.34,171443,Running
4199,1.9,-0.38,-0.27,171484,Running
4200,1.23,-0.32,-0.05,171525,Running
4201,0.52,-0.28,0.09,171565,Running
4202,0.03,-0.49,0.14,171607,Running
4203,-0.41,-0.83,0.02,171648,Running
4204,-0.32,-0.93,0.01,171689,Running
4205,0.45,-0.73,-0.15,171730,Running
4206,1.58,-0.44,-0.11,171770,Running
4207,3.15,0.06,-0.54,171811,Running
4208,2.91,-0.02,-0.0,171851,Running
4209,1.68,0.15,0.19,171892,Running
4210,0.79,0.22,0.18,171933,Running
4211,0.16,0.26,0.2,171974,Running
4212,-0.09,0.34,0.18,172014,Running
4213,-0.03,0.54,0.01,172055,Running
4214,0.05,0.62,0.04,172095,Running
4215,0.43,0.52,-0.08,172136,Running
4216,1.38,0.72,-0.07,172176,Running
4217,3.8,0.15,-0.65,172217,Running
4218,2.75,-0.42,-0.28,172257,Running
4219,2.04,-0.56,-0.11,172298,Running
4220,1.08,-0.56,0.05,172339,Running
4221,0.12,-0.45,0.14,172379,Running
4222,-0.27,-0.53,0.16,172420,Running
4223,-0.38,-0.67,0.05,172460,Running
4224,-0.13,-0.79,-0.09,172500,Running
4225,0.57,-0.7,-0.14,172541,Running
4226,1.97,-0.2,-0.38,172582,Running
4227,2.93,0.0,-0.29,172623,Running
4228,2.4,0.07,0.02,172663,Running
4229,1.5,0.18,0.23,172703,Running
4230,0.67,0.33,0.21,172743,Running
4231,0.34,0.41,0.33,172783,Running
4232,0.15,0.59,0.32,172823,Running
4233,0.03,0.66,0.18,172863,Running
4234,0.25,0.57,0.15,172903,Running
4235,0.76,0.37,-0.07,172943,Running
4236,2.7,0.55,-0.33,172984,Running
4237,3.03,-0.83,-0.45,173024,Running
4238,2.03,-0.58,-0.09,173065,Running
4239,1.33,-0.44,-0.05,173106,Running
4240,0.55,-0.37,0.07,173147,Running
4241,0.2,-0.45,0.22,173187,Running
4242,0.02,-0.59,0.19,173228,Running
4243,-0.16,-0.81,0.09,173270,Running
4244,-0.1,-0.78,-0.1,173310,Running
4245,0.39,-0.6,-0.06,173351,Running
4246,2.36,-0.39,-0.76,173392,Running
4247,3.18,-0.14,-0.41,173432,Running
4248,2.16,-0.01,-0.15,173473,Running
4249,1.22,0.2,0.09,173514,Running
4250,0.64,0.37,0.18,173554,Running
4251,0.3,0.36,0.37,173594,Running
4252,-0.0,0.45,0.37,173634,Running
4253,-0.25,0.77,0.18,173675,Running
4254,-0.13,0.74,0.06,173715,Running
4255,0.52,0.66,-0.1,173755,Running
4256,2.89,1.4,-0.68,173796,Running
4257,3.62,-0.11,-0.64,173836,Running
4258,2.4,-0.55,-0.29,173877,Running
4259,1.39,-0.66,0.06,173918,Running
4260,0.54,-0.8,0.16,173958,Running
4261,0.02,-0.79,0.18,173999,Running
4262,-0.32,-0.9,0.02,174039,Running
4263,-0.2,-0.79,-0.1,174080,Running
4264,0.3,-0.6,-0.02,174120,Running
4265,1.43,-0.35,-0.13,174160,Running
4266,3.04,-0.08,-0.52,174201,Running
4267,2.73,-0.02,-0.18,174242,Running
4268,1.8,0.12,0.02,174283,Running
4269,1.0,0.25,0.16,174323,Running
4270,0.4,0.34,0.24,174363,Running
4271,0.07,0.52,0.3,174403,Running
4272,-0.14,0.81,0.21,174443,Running
4273,-0.07,0.75,0.07,174484,Running
4274,0.64,0.63,-0.04,174524,Running
4275,2.41,1.07,-0.28,174565,Running
4276,3.63,-0.21,-0.67,174605,Running
4277,2.46,-0.51,-0.46,174646,Running
4278,1.67,-0.62,-0.25,174686,Running
4279,0.6,-0.61,-0.02,174727,Running
4280,-0.07,-0.69,0.11,174768,Running
4281,-0.33,-0.83,0.08,174809,Running
4282,-0.33,-0.86,0.02,174849,Running
4283,0.04,-0.8,-0.08,174889,Running
4284,1.05,-0.59,0.0,174930,Running
4285,2.5,-0.34,-0.51,174970,Running
4286,2.96,-0.04,-0.21,175011,Running
4287,2.25,-0.04,0.0,175052,Running
4288,1.34,0.11,0.17,175092,Running
4289,0.71,0.2,0.19,175132,Running
4290,0.34,0.27,0.29,175172,Running
4291,0.13,0.46,0.29,175212,Running
4292,-0.01,0.73,0.14,175252,Running
4293,0.12,0.72,0.06,175293,Running
4294,0.44,0.71,-0.11,175333,Running
4295,1.46,0.6,-0.36,175373,Running
4296,3.3,0.41,-0.49,175414,Running
4297,3.04,-0.49,-0.42,175454,Running
4298,2.25,-0.75,-0.3,175495,Running
4299,1.18,-0.66,0.04,175536,Running
4300,0.3,-0.66,0.15,175576,Running
4301,-0.21,-0.73,0.18,175617,Running
4302,-0.39,-0.81,0.09,175659,Running
4303,-0.25,-0.79,0.02,175699,Running
4304,0.62,-0.68,-0.04,175740,Running
4305,2.43,-0.37,-0.46,175781,Running
4306,2.94,-0.15,-0.15,175821,Running
4307,2.04,0.15,-0.07,175862,Running
4308,1.63,0.42,0.02,175903,Running
4309,0.99,0.6,0.17,175943,Running
4310,0.42,0.65,0.23,175983,Running
4311,0.03,0.8,0.21,176023,Running
4312,-0.06,0.81,0.11,176063,Running
4313,0.09,0.7,0.07,176103,Running
4314,0.72,0.63,-0.13,176143,Running
4315,3.25,0.8,-0.44,176184,Running
4316,2.94,-0.23,-0.21,176224,Running
4317,2.37,-0.39,-0.08,176265,Running
4318,1.38,-0.39,0.19,176306,Running
4319,0.59,-0.34,0.21,176346,Running
4320,0.1,-0.54,0.23,176386,Running
4321,-0.21,-0.84,0.13,176428,Running
4322,-0.34,-0.91,-0.05,176468,Running
4323,0.08,-0.84,0.0,176509,Running
4324,1.01,-0.51,0.07,176549,Running
4325,2.36,-0.0,-0.41,176590,Running
4326,3.36,0.26,-0.16,176630,Running
4327,2.28,0.31,0.02,176671,Running
4328,1.41,0.45,0.17,176711,Running
4329,0.74,0.46,0.27,176751,Running
4330,0.25,0.62,0.28,176791,Running
4331,-0.03,0.82,0.2,176831,Running
4332,-0.12,0.81,0.08,176872,Running
4333,-0.11,0.84,-0.09,176912,Running
4334,0.82,0.82,-0.32,176953,Running
4335,3.26,0.81,-0.54,176993,Running
4336,3.13,-0.06,-0.24,177034,Running
4337,2.45,-0.34,-0.25,177075,Running
4338,1.36,-0.44,-0.03,177115,Running
4339,0.43,-0.46,0.06,177156,Running
4340,-0.01,-0.59,0.13,177196,Running
4341,-0.32,-0.83,-0.02,177236,Running
4342,-0.18,-0.95,0.0,177277,Running
4343,0.33,-0.98,-0.06,177317,Running
4344,1.68,-0.6,0.07,177358,Running
4345,3.13,-0.36,-0.12,177398,Running
4346,2.58,0.01,0.1,177439,Running
4347,1.88,0.33,0.24,177479,Running
4348,1.09,0.52,0.37,177519,Running
4349,0.38,0.68,0.36,177559,Running
4350,0.05,0.9,0.32,177600,Running
4351,-0.07,0.87,0.14,177640,Running
4352,-0.04,0.75,-0.04,177681,Running
4353,0.63,0.77,-0.24,177721,Running
4354,2.32,0.98,-0.24,177761,Running
4355,3.5,-0.26,-0.23,177802,Running
4356,2.42,-0.41,-0.06,177842,Running
4357,1.8,-0.5,0.19,177883,Running
4358,0.76,-0.39,0.24,177923,Running
4359,0.15,-0.35,0.24,177963,Running
4360,-0.06,-0.65,0.21,178003,Running
4361,-0.21,-0.89,0.07,178044,Running
4362,-0.14,-0.74,-0.07,178085,Running
4363,0.44,-0.68,-0.03,178125,Running
4364,2.09,-0.48,-0.07,178166,Running
4365,2.95,-0.22,-0.29,178206,Running
4366,2.7,0.01,-0.09,178247,Running
4367,1.79,0.18,0.12,178287,Running
4368,0.9,0.35,0.25,178327,Running
4369,0.39,0.45,0.27,178367,Running
4370,0.12,0.56,0.34,178407,Running
4371,-0.09,0.76,0.19,178447,Running
4372,-0.02,0.7,0.07,178487,Running
4373,0.63,0.63,-0.09,178535,Running
4374,2.45,0.93,-0.25,178575,Running
4375,3.73,-0.3,-0.24,178616,Running
4376,2.53,-0.54,-0.27,178656,Running
4377,1.8,-0.6,-0.04,178697,Running
4378,0.68,-0.55,0.05,178737,Running
4379,0.02,-0.6,0.06,178778,Running
4380,-0.26,-0.8,0.02,178818,Running
4381,-0.37,-0.93,-0.08,178860,Running
4382,-0.03,-0.88,-0.07,178900,Running
4383,0.61,-0.57,0.07,178941,Running
4384,2.41,-0.19,-0.38,178981,Running
4385,3.28,0.14,-0.14,179022,Running
4386,2.5,0.22,0.12,179062,Running
4387,1.42,0.2,0.37,179102,Running
4388,0.61,0.3,0.29,179142,Running
4389,0.28,0.37,0.34,179182,Running
4390,0.04,0.54,0.27,179222,Running
4391,-0.12,0.76,0.06,179262,Running
